Source,County ID,County,SCC,General Emissions Description,Specific Emissions Description,PolName,Tons/day
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,PM10,0.12768
Point,49035,Salt Lake,30502502,Mineral Products,Aggregate Storage,PM2_5,0.019343
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,CO,0
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,NOX,0
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,VOC,0
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,NH3,0
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,SO2,0
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,PM10,0.013226
Point,49035,Salt Lake,30502503,Mineral Products,Material Transfer and Conveying,PM2_5,0.003811
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,CO,0
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,NOX,0
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,VOC,0
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,NH3,0
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,SO2,0
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,PM10,0.60114
Point,49035,Salt Lake,30502504,Mineral Products,Hauling,PM2_5,0.060111
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,CO,0
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,NOX,0
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,VOC,0
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,NH3,0
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,SO2,0
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,PM10,0.015052
Point,49035,Salt Lake,30502505,Mineral Products,Pile Forming: Stacker,PM2_5,0.008294
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,CO,0
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,NOX,0
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,VOC,0
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,NH3,0
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,SO2,0
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,PM10,0.086212
Point,49035,Salt Lake,30502506,Mineral Products,Bulk Loading,PM2_5,0.018254
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,CO,0
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,NOX,0
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,VOC,0
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,NH3,0
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,SO2,0
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,PM10,0.009159
Point,49035,Salt Lake,30502510,Mineral Products,Crushing,PM2_5,0.001281
Point,49035,Salt Lake,30502511,Mineral Products,Screening,CO,0
Point,49035,Salt Lake,30502511,Mineral Products,Screening,NOX,0
Point,49035,Salt Lake,30502511,Mineral Products,Screening,VOC,0
Point,49035,Salt Lake,30502511,Mineral Products,Screening,NH3,0
Point,49035,Salt Lake,30502511,Mineral Products,Screening,SO2,0
Point,49035,Salt Lake,30502511,Mineral Products,Screening,PM10,0.018575
Point,49035,Salt Lake,30502511,Mineral Products,Screening,PM2_5,0.001537
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,CO,0
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,NOX,0
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,VOC,0
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,NH3,0
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,SO2,0
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,PM10,0.000204
Point,49035,Salt Lake,30510205,Mineral Products,Limestone,PM2_5,0.000072
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,CO,0
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,NOX,0
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,VOC,0
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,NH3,0
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,SO2,0
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,PM10,0.001172
Point,49035,Salt Lake,30532001,Mineral Products,Primary Crushing,PM2_5,0.000186
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,CO,0
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,NOX,0
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,VOC,0
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,NH3,0
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,SO2,0
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,PM10,0.005333
Point,49035,Salt Lake,30532003,Mineral Products,Tertiary Crushing/Screening,PM2_5,0.000263
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,CO,0
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,NOX,0
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,VOC,0
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,NH3,0
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,SO2,0
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,PM10,0.23151
Point,49035,Salt Lake,30532006,Mineral Products,Miscellaneous Operations: Screen/Convey/Handling,PM2_5,0.049992
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,CO,0
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,NOX,0
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,VOC,0
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,NH3,0
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,SO2,0
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,PM10,0.002146
Point,49035,Salt Lake,30532031,Mineral Products,Truck Unloading,PM2_5,0.00032
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,CO,0.004493
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,NOX,0.005343
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,VOC,0.21244
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,NH3,0
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,SO2,0.16438
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,PM10,0.000411
Point,49035,Salt Lake,30600105,Petroleum Industry,Natural Gas-fired,PM2_5,0.000411
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,CO,0.89839
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,NOX,1.0344
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,VOC,0.044542
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,NH3,0.017426
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,SO2,1.9558
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,PM10,0.32473
Point,49035,Salt Lake,30600106,Petroleum Industry,Process Gas-fired,PM2_5,0.26927
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,CO,0
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,NOX,0
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,VOC,0.092172
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,NH3,0
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,SO2,0
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,PM10,0
Point,49035,Salt Lake,30600503,Petroleum Industry,Process Drains and Wastewater Separators,PM2_5,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,CO,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,NOX,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,VOC,0.030556
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,NH3,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,SO2,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,PM10,0
Point,49035,Salt Lake,30600504,Petroleum Industry,Process Drains and Wastewater Separators,PM2_5,0
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,CO,0
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,NOX,0
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,VOC,0.16253
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,NH3,0
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,SO2,0
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,PM10,0.12401
Point,49035,Salt Lake,30600701,Petroleum Industry,Cooling Towers,PM2_5,0.00454
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,CO,0
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,NOX,0
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,VOC,0.14059
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,NH3,0
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,SO2,0
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,PM10,0
Point,49035,Salt Lake,30600801,Petroleum Industry,Pipeline Valves and Flanges,PM2_5,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,CO,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,NOX,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,VOC,0.001421
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,NH3,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,SO2,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,PM10,0
Point,49035,Salt Lake,30600802,Petroleum Industry,Vessel Relief Valves,PM2_5,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,CO,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,NOX,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,VOC,0.014946
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,NH3,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,SO2,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,PM10,0
Point,49035,Salt Lake,30600803,Petroleum Industry,Pump Seals w/o Controls,PM2_5,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,CO,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,NOX,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,VOC,0.00016
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,NH3,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,SO2,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,PM10,0
Point,49035,Salt Lake,30600804,Petroleum Industry,Compressor Seals,PM2_5,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,CO,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,NOX,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,VOC,0.50732
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,NH3,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,SO2,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,PM10,0
Point,49035,Salt Lake,30600815,Petroleum Industry,Open-ended Valves: All Streams,PM2_5,0
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,CO,0.2083
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,NOX,0.054344
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,VOC,0.073823
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,NH3,0
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,SO2,0.006169
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,PM10,0.005317
Point,49035,Salt Lake,30600903,Petroleum Industry,Natural Gas,PM2_5,0.005317
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,CO,0.11077
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,NOX,0.025206
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,VOC,0.039501
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,NH3,0.000294
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,SO2,0.029652
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,PM10,0.008218
Point,49035,Salt Lake,30600904,Petroleum Industry,Process Gas,PM2_5,0.000697
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,CO,0
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,NOX,0
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,VOC,0.017123
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,NH3,0
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,SO2,0
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,PM10,0
Point,49035,Salt Lake,30688801,Petroleum Industry,Specify in Comments Field,PM2_5,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,CO,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,NOX,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,VOC,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,NH3,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,SO2,0
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,PM10,0.002071
Point,49035,Salt Lake,30700804,Pulp and Paper and Wood Products,Sawing: Cyclone Exhaust,PM2_5,0.000923
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,CO,0
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,NOX,0
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,VOC,0
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,NH3,0
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,SO2,0
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,PM10,0.032487
Point,49035,Salt Lake,30703099,Pulp and Paper and Wood Products,Sanding/Planning Operations: Specify,PM2_5,0.01811
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,CO,0
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,NOX,0
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,VOC,0
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,NH3,0
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,SO2,0.042192
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,PM10,0
Point,49035,Salt Lake,31000205,Oil and Gas Production,Flares,PM2_5,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,CO,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,NOX,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,VOC,0.003203
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,NH3,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,SO2,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,PM10,0
Point,49035,Salt Lake,39000689,In-process Fuel Use,General,PM2_5,0
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,CO,0.000032
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,NOX,0
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,VOC,0.001234
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,NH3,0
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,SO2,0
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,PM10,0
Point,49035,Salt Lake,39090012,In-process Fuel Use,Dual Fuel (Gas/Oil): Working Loss,PM2_5,0
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,CO,0.000042
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,NOX,0.000008
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,VOC,0
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,NH3,0
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,SO2,0
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,PM10,0
Point,49035,Salt Lake,39990024,Miscellaneous Manufacturing Industries,Process Gas: Flares,PM2_5,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,CO,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,NOX,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,VOC,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,NH3,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,SO2,0
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,PM10,0.18627
Point,49035,Salt Lake,39999996,Miscellaneous Manufacturing Industries,Other Not Classified,PM2_5,0.16644
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),CO,0
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),NOX,0
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),VOC,0.000035
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),NH3,0
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),SO2,0
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),PM10,0
Point,49035,Salt Lake,40100303,Organic Solvent Evaporation,Stoddard (Petroleum Solvent),PM2_5,0
Point,49035,Salt Lake,40100398,Organic Solvent Evaporation,Other Not Classified,CO,0
Point,49035,Salt Lake,40100398,Organic Solvent Evaporation,Other Not Classified,NOX,0
Point,49035,Salt Lake,40100398,Organic Solvent Evaporation,Other Not Classified,VOC,0.000693
Point,49035,Salt Lake,40100398,Organic Solvent Evaporation,Other Not Classified,NH3,0
